5.901437780129519667e-02,-7.159602605559511890e-02,1.112798187981175468e-01,-4.415037974890811262e-02,-1.055179134152964548e-01,-1.968722989965122211e-02,-1.999527238527119832e-02,-4.355877107897152684e-02,1.376954968337867069e-01,-3.505198467277253344e-02
6.010202116983172360e-02,-1.046884993171901118e-01,1.029570283729313029e-01,1.138904712972431676e-01,-1.448718299334277038e-01,-1.605637386437371028e-02,-1.008676426914114355e-01,1.652209817795827207e-02,2.776932153941252812e-02,1.596752416913372469e-02
-1.433307314815429612e-01,-6.351389027290693656e-02,-5.647096223070977028e-02,-1.691822332689393305e-01,5.194201096888573232e-02,2.342113623847834336e-03,1.539877622593435746e-01,-4.516794277137012315e-02,1.863017314496117904e-01,4.795576286883190820e-02
-6.245362017557282153e-02,1.314014469854413447e-01,-1.462495901504896889e-01,-1.054046466062462384e-02,3.083620288126115438e-03,-2.038539396611676324e-01,1.611889732653696006e-01,1.356563341148753488e-01,1.220210819372200550e-01,2.454780726454052764e-01
-1.018169667814697830e-02,1.216437764833815383e-01,-1.064610738030006276e-01,-7.135336539572323389e-03,3.677521063076319430e-02,1.146503934516580198e-01,1.968422198706177018e-01,-1.454380028136365022e-02,-2.407187117992048986e-02,-7.273099147322634184e-02
-8.211825052969051741e-02,5.905949666983324742e-02,5.555756345569737992e-02,5.487244162215684090e-03,8.667364155158385763e-02,-1.766554393125744915e-01,-2.655648108096478888e-01,1.141908989354462473e-01,2.029914030414877169e-01,1.009033057869058586e-01
1.534071439157195793e-01,4.379694167558789708e-02,4.780975902824863288e-03,6.220791935194230904e-02,3.766398346641244843e-02,-1.767740638547104504e-01,1.930635910156444646e-02,1.819683167529466405e-01,-1.180019930013774254e-01,1.945792528590092885e-02
1.636416353691225178e-01,1.657489889831441077e-01,3.397424847636942857e-02,1.251537022119865172e-01,-1.557565818502310018e-02,2.509040037689656139e-02,8.989285976292388236e-02,2.161075998630273831e-01,2.788491743765603159e-02,2.924673614385259190e-02
-1.232179729812080682e-01,1.389927657439231079e-01,1.929786333090805772e-01,-2.684102255867240605e-01,-1.879164261848043083e-02,-4.306378756563052079e-02,1.172160034615707669e-01,2.073176961381733296e-01,-4.725982072419035451e-02,6.688560791499317815e-02
-6.405513838662593717e-02,2.875693426492118565e-01,-7.295431343450828332e-04,5.068800568693033332e-02,-2.800150677820014700e-01,1.340354626046662556e-01,7.270476551382465402e-03,-1.642126408533713666e-01,-5.440764920396287674e-03,-1.399645527466775174e-01
-2.280494140333225173e-04,-4.397513057465012865e-01,-2.099525555102438878e-01,1.065524916048473936e-01,1.862906549745425577e-01,-5.699342217759430923e-02,-1.952721294398760132e-01,-2.999935213019709890e-01,2.132887881303928423e-02,-1.166754389118817431e-02
1.085067733036370469e-01,9.510840020123846605e-03,-1.198194923312712046e-01,-1.205680925618735772e-01,-5.741739948960260936e-02,7.226518392237755994e-02,1.735937650061099291e-02,1.653811969163083290e-02,1.736838200918316144e-01,1.468446106542636020e-01
-8.125227492906117455e-04,1.485278537435766877e-01,3.010621891981314982e-02,-1.413523294836362132e-01,-1.193615055093401323e-01,-9.970873334831754919e-02,-2.503996335963171865e-02,-6.968694253514373660e-02,-1.254413162493182021e-01,-1.070839369535561136e-01
5.997383010033000006e-02,-1.300258925501709961e-01,-4.340668496887138683e-02,3.306984169428928144e-02,-3.303077657195743061e-02,1.749918157340825675e-01,3.821726558078629155e-01,-3.627233850839864382e-03,-1.485068939402109101e-01,-1.290965137060742229e-01
-8.651641988671224248e-02,6.854050443726691921e-02,1.462679826787934290e-01,8.976065484290157714e-02,2.170417130344390322e-01,-1.436095883983511678e-01,-1.279259573144390927e-02,8.955319529874456591e-03,-6.201656001167878129e-02,7.845195848916862447e-02
-5.951206953463594740e-02,2.504114809757462118e-02,-4.319729478645017301e-03,2.894583413479521333e-02,-1.494761894536071958e-02,-8.719692865707610874e-02,-4.057270839621034964e-01,2.453766602813024778e-02,1.845224856537744096e-01,8.006237132369714571e-02
-2.329386670849479535e-01,5.292671360338956077e-02,-1.158227774361279827e-02,1.953681273357467663e-01,1.558698042909631709e-01,-9.982475799318185627e-02,2.096366310121063059e-02,2.340197151334571235e-01,-2.954441801322301719e-01,-5.865059820382313022e-02
1.714075204175168343e-01,-1.319860213113721037e-01,-4.905794189642526115e-02,9.262373902318664365e-02,-1.223109149413601632e-01,-4.181544401100358022e-02,-8.790680780456326671e-02,-2.728026646422353901e-02,3.855377666543348403e-02,-2.237820115230828091e-02
-4.186588110292301101e-03,-2.067438080922573418e-02,-4.655743441864253901e-03,5.218407587125652169e-02,-7.103164743957203486e-03,3.087929288248631582e-02,2.591153699131987925e-02,6.562807126519897005e-02,-2.926268913071285172e-02,3.565458621175255412e-03
2.327378722028619895e-01,2.306213882654235825e-01,7.061145750179093072e-02,1.223417277082332610e-01,-2.154228793276463660e-02,3.842784502759868936e-02,5.062208246907182879e-02,-1.365674426088425986e-01,-6.063337471859261973e-02,2.786660314106608957e-02
-1.436252667292720053e-01,-2.340117424802909130e-01,-8.470053322602996704e-02,-2.798880911324621024e-01,-7.750519870940707212e-02,1.583004325819252212e-01,5.540015974719043890e-02,-4.235576059813922489e-02,2.220033665625799901e-01,-1.304764525041385015e-01
7.725817932254483433e-02,-6.382852684709390545e-02,-4.595073955271600230e-02,-5.481351894780164824e-02,-6.860461925339928803e-03,-4.390942431489586184e-02,4.911110513221836338e-03,-7.717901457167640478e-02,1.635194265125772262e-02,4.208956628212660520e-03
1.351900709206205753e-01,4.872372319509495064e-02,-9.100234178544315544e-02,-3.020300307949057989e-02,1.219418546517425234e-01,2.952449210396088097e-02,8.009663134076860924e-03,7.453679721602994579e-02,2.308144396221355754e-01,1.234068425108392209e-01
-6.325497635458329770e-02,4.115488790008618725e-02,-5.407712549736251595e-03,-3.282569251255924858e-03,4.458979969998409787e-02,-7.143176322996327987e-02,-1.119131504254675946e-01,-4.561000887171781648e-02,-1.706057805390115700e-01,9.904061797811836154e-02
6.865405587758494077e-02,-6.547171635899083630e-02,-4.835085708042768937e-02,-1.818314950742734859e-01,5.768737582083233520e-03,2.981189445927795445e-02,-3.219321009717693305e-02,5.047337388711679862e-02,-1.188226087078408932e-01,2.646370862915784494e-01
-3.939942699376600133e-03,1.097238179770275851e-01,1.903980337230614384e-01,-1.656218614568495673e-02,-4.721030924195455253e-02,-7.761666928468503868e-02,-9.594324102732101900e-03,-8.157270296276550314e-02,1.670164616658120493e-01,2.586330539534043710e-02
-9.214417368101766870e-03,1.577938855143104502e-02,1.663371358475179695e-02,7.841549404972174286e-02,1.439780081220976560e-01,2.996653733106231510e-01,-2.013335601243602391e-01,2.963768045328471490e-01,1.228921018014612343e-01,-2.045176299991321722e-01
-1.131630761851708383e-01,6.280119105205586583e-02,-1.902495516050535518e-02,-7.190683457780759624e-02,1.243550102509666105e-01,-7.018336838735654559e-02,2.342690853172260113e-01,-7.009383840735403104e-02,-1.676041956799422805e-01,1.467715274197383402e-01
-1.882035733909702691e-01,3.315564225656086883e-02,-1.802843404559565932e-01,-9.508329109622187802e-02,1.838827417090667382e-02,5.101525875505427687e-02,3.889285131039810217e-03,-1.771068625777132977e-01,-1.550343357101469088e-01,7.763621764713837803e-02
2.657958480763768574e-02,2.870066326318655436e-01,1.586685936158090671e-01,9.436878220899561076e-02,-2.274307859542491483e-01,-1.655421469253069433e-01,8.058045556536916343e-02,-2.497175674764298137e-01,1.021610267057900812e-01,-4.766931251833042560e-02
2.023917618898808113e-01,-2.629260436886378116e-01,1.058098327384690562e-02,-4.102717202870457408e-02,-1.573657650041408729e-01,-2.602284405479264873e-01,2.153529268302796507e-02,-6.359955085881971448e-02,1.035070826736322891e-02,1.259818566110539606e-01
