1.215303584491211376e-02,8.945134123650952396e-02
1.669167190872843376e-01,6.916200152054394201e-02
-9.344135191021411824e-02,-3.544290479783790415e-02
2.424429020273372037e-04,-2.794208150965804549e-01
-3.290913725503699649e-02,1.794670816759663112e-01
-2.977594440622961802e-02,-3.028779273958734919e-01
-4.641085340553392780e-02,-5.974410168497631957e-02
4.527730602927700077e-02,4.015294196335458810e-02
-8.680700303479181590e-02,1.360760263922999036e-01
2.905850596611961323e-02,1.824078062410800297e-02
2.347736933872763068e-02,-1.687217381938323491e-01
6.533610759074690716e-03,9.604579987791900253e-02
-2.265527043284829567e-01,-3.310447616425345185e-02
8.838548383072766801e-02,3.419428974496993012e-01
-6.699628479797140046e-02,-3.422719099282065663e-02
5.135668447420325966e-02,-3.769822501691131311e-01
1.067566834249882579e-01,-7.992418278746467319e-02
1.274971862186307647e-01,-8.744297135489867423e-02
3.286783565559554809e-02,5.113379170567750043e-02
1.782590698799333545e-02,1.630850705724215532e-02
-1.011481754317057197e-01,1.298799649913358334e-01
-1.138435568551380596e-02,2.972654293804627423e-02
-2.184393463307808536e-02,-4.600041666801465978e-02
-5.604039158836626733e-02,-1.159427537877561892e-01
-2.832406658102084793e-02,-1.380998877615149771e-02
-8.967833887794193770e-02,6.283098001388207066e-02
3.965494545055661679e-02,2.011116259744072376e-01
-6.968346520465701355e-02,1.189368121189549911e-02
-4.477663590487628714e-02,-6.624954679295830262e-02
-1.497303037587514526e-02,-1.305163868698484553e-01
4.429279035410754045e-02,-1.474053704119732966e-01
1.033540331950035529e-01,-2.383590552823879744e-02
-4.105620893261335835e-02,7.859136190281941492e-02
-2.161716632224201101e-03,8.720623327658114099e-02
2.957971075088403415e-02,6.624144755906052895e-02
-4.353618969252760762e-02,-2.066818871200349350e-01
-1.959730517819596035e-02,-2.266160597176975489e-01
7.884502946001253898e-02,3.897621565238933855e-02
-4.057544278897147472e-02,2.548829644705226660e-01
-1.418038028978626380e-02,7.898943286415903431e-02
7.434236416377956735e-02,-4.202385705700571739e-02
-4.714055664552779801e-02,7.015850875996779146e-02
-7.751402370944307507e-03,-1.401136155196301414e-01
-3.765772387167469204e-01,4.639163080586837518e-03
-1.668569059150195599e-01,1.428569332840786722e-02
4.253852645619549122e-01,-1.200210948863697155e-02
4.669332646115639807e-02,-1.496681632135699880e-01
-3.026308336030592711e-02,2.364992764936463820e-01
-1.451398654911349728e-02,-1.595455518630084779e-01
-1.390194573756334956e-03,-6.267115763479280677e-02
-1.328082951983289850e-01,-5.194182715687116654e-03
-6.985092239713724949e-02,-8.269883081537559482e-04
2.470411204042577136e-01,3.256383507133207844e-02
-2.764517388948221077e-01,1.242772676429343415e-02
2.764517389173411499e-01,-1.242772681300794227e-02
-3.143606684454486877e-01,-2.710789172983840353e-02
3.143606683440159366e-01,2.710789185859966560e-02
