-1.299354887903898803e-01 -1.842140977184184569e-01 -9.853309368570381879e-03 -1.369363152407966078e-01 5.541075174459245134e-02
-8.360721553387778782e-02 -7.193072851712539739e-02 1.742521985269899001e-02 1.887554755132992423e-01 2.328574338132962940e-01
3.553763736396534090e-02 -1.498834080793001178e-01 -3.257112156553057525e-02 -1.985509384265668475e-01 1.964689029670857734e-01
8.571005222494516851e-02 1.347050981305653594e-01 7.135130436461079029e-02 -5.796333703339473509e-02 -9.190460376087583594e-02
2.750061981605153028e-01 -2.026139075508565923e-01 2.674030543616828445e-02 2.034848922876056898e-01 4.297191848330872976e-01
3.185086969559353109e-03 -2.650586077411575259e-01 9.916570872393445923e-02 5.826696750391402446e-02 -9.392545405523289315e-02
-9.653986859725738334e-03 -1.241948740821086083e-01 -1.833862577729230836e-01 4.595529797673861272e-02 2.144723516337818103e-02
-1.790927235633189840e-01 -2.818087013743318936e-01 2.452625806907490491e-01 4.557751681074603822e-02 -7.175344957463974938e-02
1.431385188790725571e-01 -1.339809292336030522e-02 4.297519099866314862e-01 7.752094766226610978e-03 -6.856208294511995094e-02
-3.258899454432272885e-02 -8.641173479270185254e-02 -2.572876363935606703e-01 1.634866993715261008e-01 -5.373111376534772665e-02
1.407258890949285579e-01 -1.770514168578190550e-01 1.466302602369696229e-01 -2.935127845447883521e-01 -8.496787325975435623e-02
9.893186835164717585e-02 -1.392026469553762080e-01 -1.719882240208092106e-01 7.518455816850455609e-02 1.054589432495663809e-01
-2.111387220923648389e-01 6.027692102421480791e-02 1.288232425623753452e-01 -2.973930360091215364e-01 -3.537382692145707441e-03
8.312022542325950281e-02 -6.914928138860340634e-03 3.102080023214027343e-02 2.273959581011613662e-01 1.003100002204812546e-02
-1.919502752541396573e-02 -1.451569187491553725e-01 2.719442847948859154e-01 1.171435184680080510e-01 2.225736140764446591e-01
-1.764815727823419722e-01 5.032434188598229607e-03 8.388500539592566585e-02 5.010114558936200335e-02 1.730493314220340473e-01
1.834407299957704351e-01 6.234398572751700951e-02 -1.554749734946008488e-01 -1.542575498264876499e-01 -1.248099803372032246e-01
8.057915789945398199e-02 -2.507550500789033562e-02 -1.544511270782497961e-02 -2.946340537976040522e-02 -9.546422198754603294e-02
2.151497995019741871e-01 6.172887288799819294e-03 -5.632668561395823975e-02 -1.304657288062260334e-01 1.801496116877121800e-01
1.186591734362114486e-01 9.787128328774240271e-02 2.074102579001046165e-01 3.032813868044471894e-02 4.415905542388795513e-02
-7.549427174414516384e-02 1.015009806506267098e-01 -1.670158227046633637e-01 1.370984276292843904e-02 1.200202644156796034e-01
