-9.494749744148529499e-03 1.349090361448837018e-02 1.995426058184087900e-02 2.975493102450672573e-03 3.642874309163766141e-03
3.804578652845119063e-02 -7.182168767735855330e-02 1.891681646575403275e-01 6.667890434682879897e-02 1.579206871907484211e-01
2.496037359274424494e-01 1.883953945296528987e-01 -7.254705913167748543e-02 -1.551833803384350674e-01 -3.937926966644975102e-02
5.640713790253739507e-02 -1.322181710794034237e-01 -2.010731957351771237e-01 -1.888468235075722312e-01 -2.483374621425329942e-01
1.075261140422335837e-01 -1.289694356033332934e-01 -7.139074027855518700e-03 1.009144440186406089e-01 1.018296745993364089e-01
1.357248194479434567e-01 -4.445738034529173044e-02 -1.941147491133446978e-01 -6.323999224331201818e-02 -5.976732689341715532e-02
-9.632882518528326776e-03 5.630554282337738026e-02 -2.587793766764567849e-02 1.067976731990319672e-01 1.141291628744059428e-02
-1.492605997098654935e-01 1.062969434971142019e-01 -2.026927506088838093e-02 -9.570600534901804735e-02 -1.279943248165766878e-01
1.204274935357796533e-01 -6.384007534343943968e-02 -1.829405754335353129e-02 9.762311245712501639e-03 -6.791505004265480094e-03
7.186935634566241071e-02 1.551389382450821808e-01 7.659576078089792850e-02 3.754215129940092349e-02 7.624909411185223918e-02
-4.969260129695726724e-02 -2.025091688780774057e-01 1.272842177346621972e-01 -8.467318095307614645e-02 2.481664612554368432e-02
-1.785179682521567668e-02 5.305644918687285605e-02 -1.324570723621977808e-01 -8.288271542198402675e-02 8.914509526133612693e-02
8.431906803377885173e-02 -2.524960490820987724e-02 1.053389180727123953e-01 7.409706464469784093e-03 -1.898993726849378949e-01
1.546354300443597840e-01 1.131040267587827414e-01 -5.693858895261577624e-02 -4.151963349031378980e-02 1.346050707731027418e-01
-3.722788933939580325e-02 1.445346948397854825e-01 4.034275921223315353e-02 -6.500560960943610467e-02 -5.781907642369282785e-02
2.108678639564770807e-01 3.719361868155552919e-01 -1.109294533670512894e-02 -2.462601911613854777e-01 8.895044087640571751e-02
1.559842529683723444e-01 1.650234410466380752e-01 -3.242502662516200118e-02 -2.971310920821512713e-02 -1.515921927319314744e-01
-1.216893838429031760e-01 5.154507996728813213e-03 1.050183770275022188e-01 2.439133495158787163e-02 -6.382240384039419151e-03
1.477984306708510220e-02 2.416825230755689780e-02 -3.587379963268338967e-02 3.394897353712143795e-02 -1.181676805615991949e-01
-5.357328835203680611e-02 -1.899159078362568365e-01 4.542275070288330496e-02 -6.486640055173012454e-02 -1.406943714351264751e-01
1.359687257068349642e-01 -7.648122311329538792e-02 -2.262920312038431692e-01 -3.641376120411952688e-01 5.642951143150007343e-02
-3.766537621352511467e-02 3.577768185120280831e-02 -1.510156298379805029e-01 -1.089421856013585710e-01 -6.654368619216710634e-02
4.011482327765324152e-02 -1.425338397582986971e-02 3.257532491473117409e-01 1.392832077254629874e-03 -1.740201233756744348e-01
9.549028339558288114e-02 8.714790420436968610e-02 8.534720368472602237e-03 7.016431899251672488e-02 2.886492731859551658e-02
9.558276610211260960e-03 -5.284964425811999877e-03 -4.212551156704917588e-02 -7.521902508533316600e-02 1.298423548454636645e-01
4.908597548626798118e-02 3.904076864562060906e-02 -1.824080955110514435e-01 2.526611389974536825e-04 1.095907760283613280e-02
-4.665760229233354567e-02 5.330413654696561365e-02 -1.749299067040005484e-01 5.102072501258615722e-02 1.155120435490227665e-02
-4.605865465246078427e-02 -8.071013228376527904e-02 -1.603040337445227337e-01 7.594308205781175047e-02 1.341732487602035617e-01
6.132982703975484173e-02 -9.628626105974738558e-02 1.581658328167435609e-03 -1.008964223623848022e-01 -1.135097228426040494e-01
-2.374442808845371733e-01 1.282104256200121417e-02 2.301051571075717062e-02 1.991537742022685131e-02 4.041950632677339394e-02
-1.774791983085654765e-02 -9.135263467670373672e-02 -1.066417800907692726e-01 5.209214061782490440e-02 -4.488281894671382333e-04
-2.029171561646673783e-01 -4.314846624069738207e-02 1.390859137301493631e-02 1.243774469177001685e-01 6.783989047174882048e-02
-1.281406044219199347e-01 -6.967563509829402535e-02 6.099291558280081627e-02 -1.924270691792167864e-01 -4.243651170365361769e-03
1.271020014952405353e-01 -2.002535987211206681e-01 -1.460559066911767123e-01 1.366638973805142376e-01 2.514444134010941911e-01
-4.423112103017196040e-02 -2.060927216962813585e-02 -6.615637578810013020e-02 1.280257445711058539e-01 -4.482512618017339689e-02
-7.381400136456383286e-03 9.524299178301748325e-02 -3.918475573216190916e-03 1.107226241198282085e-01 -9.350628419299551741e-02
7.578395649471268702e-02 1.006636552269805918e-01 3.070434346303398399e-01 1.070707954305751691e-02 -5.414316535365063660e-02
-3.130013026307401636e-02 7.591854903071236504e-02 8.566631420177175937e-02 -8.958628149069525204e-02 1.700313355263602111e-01
5.436488727396296405e-02 7.146628600096281703e-02 -9.264618620756798206e-02 1.137680936012760713e-01 -1.518944474255655083e-02
3.109990011151363420e-01 -1.466227328059875878e-01 4.726333444644786191e-02 1.514542585109202311e-01 5.453276283152844878e-02
1.084596806905667177e-01 -5.528889306825868905e-02 -1.611454324451654790e-02 -2.835915446526154904e-02 -5.594930041538882792e-02
9.532476119350255517e-02 2.064232636359418227e-01 4.924214699127981570e-02 -1.884366470832940232e-01 6.988837606931178059e-02
-1.565403529506848579e-01 3.408632476007353307e-02 -1.534474568193308075e-01 -2.007649198629192222e-01 -1.425437753351030054e-02
